Date,Product_ID,Product_Category,Units_Sold,Unit_Price,Total_Revenue,Stock_Level
2023-02-27,303,Groceries,6,12.09,72.57,15
2023-02-28,101,Electronics,4,193.59,774.37,119
2023-02-28,102,Electronics,11,414.51,4559.66,94
2023-02-28,103,Electronics,4,207.69,830.74,158
2023-02-28,201,Clothing,4,79.84,319.34,31
2023-02-28,202,Clothing,30,163.88,4916.39,110
2023-02-28,203,Clothing,15,158.93,2383.97,177
2023-02-28,301,Groceries,40,38.77,1550.77,77
2023-02-28,302,Groceries,21,6.7,140.66,170
2023-02-28,303,Groceries,26,8.51,221.19,162
2023-03-01,101,Electronics,14,264.85,3707.9,39
2023-03-01,102,Electronics,15,243.77,3656.48,116
2023-03-01,103,Electronics,32,370.43,11853.89,194
2023-03-01,201,Clothing,4,387.93,1551.71,30
2023-03-01,202,Clothing,29,154.83,4489.94,107
2023-03-01,203,Clothing,37,18.2,673.26,176
2023-03-01,301,Groceries,27,8.68,234.49,151
2023-03-01,302,Groceries,16,32.96,527.43,18
2023-03-01,303,Groceries,19,15.96,303.22,24
2023-03-02,101,Electronics,1,363.88,363.88,58
2023-03-02,102,Electronics,34,293.55,9980.62,172
2023-03-02,103,Electronics,42,229.17,9625.06,182
2023-03-02,201,Clothing,43,490.17,21077.49,90
2023-03-02,202,Clothing,34,249.38,8478.75,26
2023-03-02,203,Clothing,4,201.2,804.8,25
2023-03-02,301,Groceries,28,38.99,1091.75,163
2023-03-02,302,Groceries,45,22.91,1030.81,187
2023-03-02,303,Groceries,29,33.01,957.39,112
2023-03-03,101,Electronics,11,309.96,3409.56,90
2023-03-03,102,Electronics,35,173.66,6077.96,191
2023-03-03,103,Electronics,1,411.81,411.81,154
2023-03-03,201,Clothing,8,21.58,172.67,66
2023-03-03,202,Clothing,27,251.93,6802.08,91
2023-03-03,203,Clothing,48,493.37,23681.58,174
2023-03-03,301,Groceries,11,30.48,335.24,61
2023-03-03,302,Groceries,12,30.07,360.85,7
2023-03-03,303,Groceries,36,40.89,1472.17,197
2023-03-04,101,Electronics,41,256.15,10501.98,38
2023-03-04,102,Electronics,45,211.7,9526.46,81
2023-03-04,103,Electronics,41,105.7,4333.69,54
2023-03-04,201,Clothing,6,293.4,1760.41,181
2023-03-04,202,Clothing,22,233.56,5138.23,127
2023-03-04,203,Clothing,39,50.77,1979.89,63
2023-03-04,301,Groceries,16,47.27,756.32,74
2023-03-04,302,Groceries,32,31.36,1003.39,109
2023-03-04,303,Groceries,22,20.02,440.48,37
2023-03-05,101,Electronics,8,368.33,2946.64,147
2023-03-05,102,Electronics,3,366.16,1098.47,68
2023-03-05,103,Electronics,12,319.6,3835.17,161
2023-03-05,201,Clothing,13,131.23,1705.99,141
2023-03-05,202,Clothing,6,289.54,1737.23,97
2023-03-05,203,Clothing,13,20.64,268.33,107
2023-03-05,301,Groceries,23,20.55,472.55,2
2023-03-05,302,Groceries,45,27.13,1220.83,94
2023-03-05,303,Groceries,43,36.99,1590.68,50
2023-03-06,101,Electronics,1,289.61,289.61,114
2023-03-06,102,Electronics,3,386.86,1160.57,151
2023-03-06,103,Electronics,42,88.66,3723.68,99
2023-03-06,201,Clothing,38,455.91,17324.43,157
2023-03-06,202,Clothing,44,144.32,6349.96,128
2023-03-06,203,Clothing,27,242.55,6548.9,1
2023-03-06,301,Groceries,47,49.43,2323.37,123
2023-03-06,302,Groceries,40,27.24,1089.64,159
2023-03-06,303,Groceries,7,21.83,152.84,136
2023-03-07,101,Electronics,46,432.0,19871.9,190
2023-03-07,102,Electronics,44,181.49,7985.61,29
2023-03-07,103,Electronics,25,225.26,5631.6,101
2023-03-07,201,Clothing,32,93.6,2995.18,109
2023-03-07,202,Clothing,5,44.72,223.58,57
2023-03-07,203,Clothing,29,439.59,12748.12,104
2023-03-07,301,Groceries,15,36.85,552.71,111
2023-03-07,302,Groceries,17,5.72,97.21,29
2023-03-07,303,Groceries,45,9.76,439.13,9
2023-03-08,101,Electronics,16,38.64,618.24,22
2023-03-08,102,Electronics,9,333.2,2998.81,39
2023-03-08,103,Electronics,3,474.61,1423.83,181
2023-03-08,201,Clothing,5,453.16,2265.81,157
2023-03-08,202,Clothing,40,479.2,19168.08,158
2023-03-08,203,Clothing,46,287.17,13209.76,116
2023-03-08,301,Groceries,4,31.1,124.39,119
2023-03-08,302,Groceries,10,48.63,486.31,138
2023-03-08,303,Groceries,18,47.23,850.1,84
2023-03-09,101,Electronics,42,110.97,4660.92,77
2023-03-09,102,Electronics,3,130.59,391.77,95
2023-03-09,103,Electronics,2,166.35,332.7,4
2023-03-09,201,Clothing,31,353.83,10968.88,182
2023-03-09,202,Clothing,39,395.91,15440.34,114
2023-03-09,203,Clothing,41,153.6,6297.47,97
2023-03-09,301,Groceries,29,26.81,777.48,60
2023-03-09,302,Groceries,42,26.42,1109.47,116
2023-03-09,303,Groceries,41,17.7,725.82,81
2023-03-10,101,Electronics,49,352.27,17261.45,109
2023-03-10,102,Electronics,12,146.15,1753.75,67
2023-03-10,103,Electronics,6,58.07,348.44,103
2023-03-10,201,Clothing,41,405.84,16639.55,87
2023-03-10,202,Clothing,6,119.09,714.54,172
2023-03-10,203,Clothing,11,206.28,2269.09,179
2023-03-10,301,Groceries,6,47.85,287.08,59
2023-03-10,302,Groceries,18,25.27,454.83,174
2023-03-10,303,Groceries,48,13.1,628.72,173
2023-03-11,101,Electronics,19,104.2,1979.71,25
2023-03-11,102,Electronics,37,310.4,11484.89,175
2023-03-11,103,Electronics,45,320.13,14405.86,160
2023-03-11,201,Clothing,19,423.65,8049.44,13
2023-03-11,202,Clothing,7,255.46,1788.22,25
2023-03-11,203,Clothing,26,369.79,9614.59,116
2023-03-11,301,Groceries,23,33.39,768.06,177
2023-03-11,302,Groceries,31,6.1,189.2,54
2023-03-11,303,Groceries,47,14.98,704.0,127
2023-03-12,101,Electronics,3,202.01,606.04,17
2023-03-12,102,Electronics,11,13.27,145.98,71
2023-03-12,103,Electronics,42,166.8,7005.78,115
2023-03-12,201,Clothing,34,248.27,8441.31,163
2023-03-12,202,Clothing,28,97.12,2719.4,181
2023-03-12,203,Clothing,44,251.2,11052.97,86
2023-03-12,301,Groceries,12,35.58,426.98,123
2023-03-12,302,Groceries,14,42.39,593.46,146
2023-03-12,303,Groceries,6,30.48,182.85,10
2023-03-13,101,Electronics,35,402.9,14101.36,189
2023-03-13,102,Electronics,45,79.16,3562.17,167
2023-03-13,103,Electronics,42,34.71,1457.63,11
2023-03-13,201,Clothing,33,237.64,7842.18,51
2023-03-13,202,Clothing,16,160.33,2565.24,163
2023-03-13,203,Clothing,3,373.32,1119.96,48
2023-03-13,301,Groceries,8,11.39,91.13,115
2023-03-13,302,Groceries,11,43.89,482.81,49
2023-03-13,303,Groceries,33,34.85,1150.16,124
2023-03-14,101,Electronics,27,176.37,4762.05,2
2023-03-14,102,Electronics,48,200.42,9619.97,88
2023-03-14,103,Electronics,49,18.22,893.01,108
2023-03-14,201,Clothing,43,241.0,10363.2,93
2023-03-14,202,Clothing,15,204.23,3063.52,177
2023-03-14,203,Clothing,42,247.59,10398.68,124
2023-03-14,301,Groceries,7,36.82,257.72,185
2023-03-14,302,Groceries,47,7.08,332.86,187
2023-03-14,303,Groceries,26,19.61,509.95,4
2023-03-15,101,Electronics,22,322.29,7090.35,46
2023-03-15,102,Electronics,42,350.56,14723.5,67
2023-03-15,103,Electronics,24,236.99,5687.7,69
2023-03-15,201,Clothing,18,306.26,5512.74,42
2023-03-15,202,Clothing,2,25.65,51.29,142
2023-03-15,203,Clothing,27,375.15,10128.93,77
2023-03-15,301,Groceries,46,40.7,1872.15,96
2023-03-15,302,Groceries,3,43.86,131.58,3
2023-03-15,303,Groceries,8,17.85,142.83,31
2023-03-16,101,Electronics,48,168.06,8066.68,67
2023-03-16,102,Electronics,12,60.5,725.96,144
2023-03-16,103,Electronics,48,169.55,8138.33,135
2023-03-16,201,Clothing,38,408.66,15528.9,162
2023-03-16,202,Clothing,34,298.88,10162.03,92
2023-03-16,203,Clothing,48,464.46,22294.29,89
2023-03-16,301,Groceries,35,34.86,1220.13,11
2023-03-16,302,Groceries,6,42.8,256.79,169
2023-03-16,303,Groceries,33,22.29,735.55,29
2023-03-17,101,Electronics,13,247.46,3216.99,188
2023-03-17,102,Electronics,40,221.55,8862.19,194
2023-03-17,103,Electronics,15,126.76,1901.43,2
2023-03-17,201,Clothing,47,125.79,5911.97,134
2023-03-17,202,Clothing,17,493.86,8395.56,72
2023-03-17,203,Clothing,38,401.45,15255.0,118
2023-03-17,301,Groceries,20,38.64,772.81,88
2023-03-17,302,Groceries,40,22.02,880.94,170
2023-03-17,303,Groceries,25,19.78,494.55,179
2023-03-18,101,Electronics,45,308.1,13864.51,38
2023-03-18,102,Electronics,6,304.91,1829.48,139
2023-03-18,103,Electronics,45,425.32,19139.32,98
2023-03-18,201,Clothing,17,298.14,5068.35,164
2023-03-18,202,Clothing,7,180.65,1264.58,147
2023-03-18,203,Clothing,46,484.31,22278.23,158
2023-03-18,301,Groceries,23,21.38,491.7,136
2023-03-18,302,Groceries,35,31.18,1091.44,81
2023-03-18,303,Groceries,46,33.49,1540.7,193
2023-03-19,101,Electronics,36,376.79,13564.27,38
2023-03-19,102,Electronics,45,353.43,15904.37,27
2023-03-19,103,Electronics,17,401.91,6832.44,34
2023-03-19,201,Clothing,5,61.37,306.87,183
2023-03-19,202,Clothing,15,203.8,3056.98,120
2023-03-19,203,Clothing,6,261.17,1567.02,45
2023-03-19,301,Groceries,25,42.63,1065.83,152
2023-03-19,302,Groceries,9,22.15,199.37,81
2023-03-19,303,Groceries,41,23.02,943.92,77
2023-03-20,101,Electronics,14,290.76,4070.64,102
2023-03-20,102,Electronics,41,288.06,11810.57,140
2023-03-20,103,Electronics,33,195.57,6453.94,14
2023-03-20,201,Clothing,47,112.57,5290.6,100
2023-03-20,202,Clothing,21,92.16,1935.46,67
2023-03-20,203,Clothing,47,102.6,4822.2,152
2023-03-20,301,Groceries,7,13.67,95.7,153
2023-03-20,302,Groceries,21,47.46,996.71,145
2023-03-20,303,Groceries,30,30.29,908.79,39
2023-03-21,101,Electronics,40,372.86,14914.47,4
2023-03-21,102,Electronics,43,336.97,14489.79,16
2023-03-21,103,Electronics,2,301.19,602.39,154
2023-03-21,201,Clothing,5,14.71,73.57,172
2023-03-21,202,Clothing,4,138.09,552.35,120
2023-03-21,203,Clothing,31,430.13,13334.15,197
2023-03-21,301,Groceries,18,26.25,472.48,139
2023-03-21,302,Groceries,16,6.44,103.02,6
2023-03-21,303,Groceries,36,40.39,1454.2,33
2023-03-22,101,Electronics,11,246.57,2712.3,65
2023-03-22,102,Electronics,26,412.69,10729.82,187
2023-03-22,103,Electronics,14,381.8,5345.16,200
2023-03-22,201,Clothing,20,74.8,1496.06,195
2023-03-22,202,Clothing,13,168.57,2191.42,192
2023-03-22,203,Clothing,11,338.17,3719.87,7
2023-03-22,301,Groceries,40,43.31,1732.23,82
2023-03-22,302,Groceries,6,41.17,247.0,103
2023-03-22,303,Groceries,6,23.97,143.81,108
2023-03-23,101,Electronics,14,483.9,6774.62,138
2023-03-23,102,Electronics,32,232.88,7452.1,150
2023-03-23,103,Electronics,15,466.1,6991.47,58
2023-03-23,201,Clothing,6,405.85,2435.07,118
2023-03-23,202,Clothing,41,134.8,5526.97,37
2023-03-23,203,Clothing,33,137.71,4544.37,185
2023-03-23,301,Groceries,46,40.4,1858.18,116
2023-03-23,302,Groceries,42,47.25,1984.41,101
2023-03-23,303,Groceries,11,24.82,273.04,59
2023-03-24,101,Electronics,45,67.36,3031.17,200
2023-03-24,102,Electronics,22,75.97,1671.41,181
2023-03-24,103,Electronics,30,471.75,14152.54,186
2023-03-24,201,Clothing,9,37.13,334.18,29
2023-03-24,202,Clothing,20,378.36,7567.19,169
2023-03-24,203,Clothing,43,217.96,9372.4,71
2023-03-24,301,Groceries,35,35.47,1241.53,187
2023-03-24,302,Groceries,16,25.34,405.45,113
2023-03-24,303,Groceries,31,23.02,713.54,163
2023-03-25,101,Electronics,35,42.77,1496.88,143
2023-03-25,102,Electronics,15,403.93,6058.94,93
2023-03-25,103,Electronics,14,199.71,2796.0,73
2023-03-25,201,Clothing,43,301.4,12960.33,132
2023-03-25,202,Clothing,42,67.85,2849.81,44
2023-03-25,203,Clothing,12,416.64,4999.72,187
2023-03-25,301,Groceries,50,22.65,1132.38,21
2023-03-25,302,Groceries,25,17.7,442.5,128
2023-03-25,303,Groceries,50,24.68,1233.98,2
2023-03-26,101,Electronics,40,450.47,18018.66,38
2023-03-26,102,Electronics,5,367.26,1836.29,121
2023-03-26,103,Electronics,39,372.32,14520.29,151
2023-03-26,201,Clothing,31,41.89,1298.74,53
2023-03-26,202,Clothing,22,69.89,1537.55,93
2023-03-26,203,Clothing,20,134.14,2682.87,179
2023-03-26,301,Groceries,50,18.14,906.84,63
2023-03-26,302,Groceries,25,12.06,301.62,147
2023-03-26,303,Groceries,18,46.03,828.52,67
2023-03-27,101,Electronics,30,436.2,13086.13,150
2023-03-27,102,Electronics,49,362.42,17758.44,16
2023-03-27,103,Electronics,33,449.65,14838.33,7
2023-03-27,201,Clothing,2,36.36,72.72,175
2023-03-27,202,Clothing,21,91.34,1918.19,68
2023-03-27,203,Clothing,43,290.78,12503.46,35
2023-03-27,301,Groceries,2,11.58,23.16,34
2023-03-27,302,Groceries,29,23.12,670.55,67
2023-03-27,303,Groceries,26,7.89,205.25,68
2023-03-28,101,Electronics,29,419.54,12166.8,147
2023-03-28,102,Electronics,32,244.46,7822.6,20
2023-03-28,103,Electronics,42,330.76,13891.88,72
2023-03-28,201,Clothing,3,426.16,1278.48,13
2023-03-28,202,Clothing,41,334.69,13722.17,175
2023-03-28,203,Clothing,39,332.99,12986.56,59
2023-03-28,301,Groceries,37,34.08,1260.78,145
2023-03-28,302,Groceries,30,19.66,589.84,141
2023-03-28,303,Groceries,16,13.99,223.81,33
2023-03-29,101,Electronics,26,474.06,12325.62,135
2023-03-29,102,Electronics,1,328.54,328.54,5
2023-03-29,103,Electronics,36,149.7,5389.17,190
2023-03-29,201,Clothing,13,239.43,3112.54,61
2023-03-29,202,Clothing,5,23.83,119.15,70
2023-03-29,203,Clothing,40,291.06,11642.42,51
2023-03-29,301,Groceries,50,15.57,778.61,184
2023-03-29,302,Groceries,11,8.03,88.29,156
2023-03-29,303,Groceries,17,20.84,354.29,17
2023-03-30,101,Electronics,45,57.93,2606.84,187
2023-03-30,102,Electronics,21,432.69,9086.55,197
2023-03-30,103,Electronics,8,193.71,1549.71,36
2023-03-30,201,Clothing,1,232.55,232.55,72
2023-03-30,202,Clothing,15,354.24,5313.53,190
2023-03-30,203,Clothing,14,445.66,6239.26,76
2023-03-30,301,Groceries,21,13.06,274.33,71
2023-03-30,302,Groceries,22,11.43,251.43,69
2023-03-30,303,Groceries,17,11.23,190.9,115
2023-03-31,101,Electronics,22,112.69,2479.23,154
2023-03-31,102,Electronics,17,151.64,2577.91,44
2023-03-31,103,Electronics,43,354.82,15257.12,93
2023-03-31,201,Clothing,20,441.57,8831.32,36
2023-03-31,202,Clothing,34,281.98,9587.39,31
2023-03-31,203,Clothing,35,112.66,3942.98,35
2023-03-31,301,Groceries,3,20.62,61.87,128
2023-03-31,302,Groceries,41,25.67,1052.43,74
2023-03-31,303,Groceries,37,33.71,1247.09,51
2023-04-01,101,Electronics,9,261.66,2354.91,111
2023-04-01,102,Electronics,6,438.13,2628.78,197
2023-04-01,103,Electronics,29,160.19,4645.52,53
2023-04-01,201,Clothing,22,380.81,8377.91,161
2023-04-01,202,Clothing,9,184.88,1663.96,1
2023-04-01,203,Clothing,23,397.17,9134.82,9
2023-04-01,301,Groceries,30,17.08,512.5,197
2023-04-01,302,Groceries,23,49.07,1128.57,192
2023-04-01,303,Groceries,49,40.23,1971.06,67
2023-04-02,101,Electronics,44,64.18,2824.04,91
2023-04-02,102,Electronics,35,372.77,13047.0,168
2023-04-02,103,Electronics,33,168.61,5564.13,101
2023-04-02,201,Clothing,24,157.1,3770.41,53
2023-04-02,202,Clothing,45,113.95,5127.86,174
2023-04-02,203,Clothing,33,167.09,5514.02,68
2023-04-02,301,Groceries,25,15.67,391.69,70
2023-04-02,302,Groceries,34,19.73,670.76,1
2023-04-02,303,Groceries,47,37.4,1757.73,188
2023-04-03,101,Electronics,26,210.67,5477.29,52
2023-04-03,102,Electronics,4,416.75,1667.01,111
2023-04-03,103,Electronics,4,473.63,1894.51,111
2023-04-03,201,Clothing,31,492.28,15260.53,108
2023-04-03,202,Clothing,29,221.21,6415.05,75
2023-04-03,203,Clothing,38,365.53,13890.3,170
2023-04-03,301,Groceries,35,37.35,1307.09,34
2023-04-03,302,Groceries,7,40.29,282.05,190
2023-04-03,303,Groceries,7,25.92,181.45,92
2023-04-04,101,Electronics,24,190.19,4564.61,130
2023-04-04,102,Electronics,15,65.05,975.82,182
2023-04-04,103,Electronics,12,417.7,5012.46,128
2023-04-04,201,Clothing,6,333.47,2000.79,163
2023-04-04,202,Clothing,47,202.54,9519.25,116
2023-04-04,203,Clothing,27,284.28,7675.49,96
2023-04-04,301,Groceries,19,23.59,448.15,174
2023-04-04,302,Groceries,8,9.6,76.82,171
2023-04-04,303,Groceries,25,28.97,724.13,182
2023-04-05,101,Electronics,21,312.62,6565.09,18
2023-04-05,102,Electronics,25,400.68,10016.91,165
2023-04-05,103,Electronics,42,94.0,3947.97,96
2023-04-05,201,Clothing,39,448.3,17483.78,99
2023-04-05,202,Clothing,9,412.42,3711.81,107
2023-04-05,203,Clothing,41,168.47,6907.42,1
2023-04-05,301,Groceries,29,17.22,499.38,116
2023-04-05,302,Groceries,28,12.35,345.78,123
2023-04-05,303,Groceries,3,12.5,37.5,114
2023-04-06,101,Electronics,30,170.34,5110.1,34
2023-04-06,102,Electronics,31,395.78,12269.18,109
2023-04-06,103,Electronics,16,477.98,7647.71,43
2023-04-06,201,Clothing,18,139.34,2508.03,73
2023-04-06,202,Clothing,5,215.73,1078.67,126
2023-04-06,203,Clothing,50,331.72,16586.15,126
2023-04-06,301,Groceries,28,17.74,496.68,90
2023-04-06,302,Groceries,13,45.39,590.1,9
2023-04-06,303,Groceries,15,12.44,186.65,9
2023-04-07,101,Electronics,6,375.85,2255.09,153
2023-04-07,102,Electronics,49,161.7,7923.36,179
2023-04-07,103,Electronics,29,406.31,11783.07,155
2023-04-07,201,Clothing,39,419.39,16356.02,172
2023-04-07,202,Clothing,29,239.89,6956.68,111
2023-04-07,203,Clothing,36,247.27,8901.8,57
2023-04-07,301,Groceries,32,21.84,698.93,14
2023-04-07,302,Groceries,46,14.03,645.37,65
2023-04-07,303,Groceries,12,7.53,90.32,15
2023-04-08,101,Electronics,18,383.32,6899.81,200
2023-04-08,102,Electronics,45,159.16,7162.12,181
2023-04-08,103,Electronics,50,49.93,2496.61,3
2023-04-08,201,Clothing,49,491.14,24065.79,101
2023-04-08,202,Clothing,10,189.19,1891.9,39
2023-04-08,203,Clothing,27,201.11,5429.9,45
2023-04-08,301,Groceries,23,35.39,814.06,81
2023-04-08,302,Groceries,27,23.86,644.19,48
2023-04-08,303,Groceries,3,38.85,116.55,117
2023-04-09,101,Electronics,25,142.56,3564.05,71
2023-04-09,102,Electronics,2,171.32,342.64,132
2023-04-09,103,Electronics,35,191.14,6689.74,9
2023-04-09,201,Clothing,16,152.21,2435.34,47
2023-04-09,202,Clothing,31,60.18,1865.72,19
2023-04-09,203,Clothing,15,262.97,3944.6,17
2023-04-09,301,Groceries,47,30.81,1447.85,150
2023-04-09,302,Groceries,6,29.61,177.68,28
2023-04-09,303,Groceries,19,39.95,759.03,168
2023-04-10,101,Electronics,18,378.73,6817.2,191
2023-04-10,102,Electronics,44,499.82,21991.89,199
2023-04-10,103,Electronics,12,408.85,4906.16,71
2023-04-10,201,Clothing,31,99.79,3093.64,74
2023-04-10,202,Clothing,23,444.13,10214.98,74
2023-04-10,203,Clothing,30,303.27,9098.14,128
2023-04-10,301,Groceries,49,30.99,1518.73,23
2023-04-10,302,Groceries,31,14.27,442.49,147
2023-04-10,303,Groceries,14,42.89,600.41,185
2023-04-11,101,Electronics,10,267.58,2675.79,197
2023-04-11,102,Electronics,35,469.26,16424.27,175
2023-04-11,103,Electronics,9,41.07,369.59,82
2023-04-11,201,Clothing,9,491.38,4422.45,121
2023-04-11,202,Clothing,20,141.74,2834.73,51
2023-04-11,203,Clothing,1,281.32,281.32,102
2023-04-11,301,Groceries,15,22.0,329.95,137
2023-04-11,302,Groceries,32,36.24,1159.68,181
2023-04-11,303,Groceries,48,31.56,1515.07,77
2023-04-12,101,Electronics,31,485.09,15037.94,11
2023-04-12,102,Electronics,43,14.58,626.89,59
2023-04-12,103,Electronics,5,315.94,1579.71,11
2023-04-12,201,Clothing,14,227.66,3187.23,95
2023-04-12,202,Clothing,43,373.37,16054.91,114
2023-04-12,203,Clothing,1,409.64,409.64,2
2023-04-12,301,Groceries,7,49.59,347.16,96
2023-04-12,302,Groceries,1,11.11,11.11,77
2023-04-12,303,Groceries,17,42.08,715.33,38
2023-04-13,101,Electronics,32,133.74,4279.71,137
2023-04-13,102,Electronics,48,269.25,12924.04,191
2023-04-13,103,Electronics,46,340.76,15674.98,176
2023-04-13,201,Clothing,15,293.42,4401.23,192
2023-04-13,202,Clothing,15,489.17,7337.58,100
2023-04-13,203,Clothing,31,471.63,14620.4,5
2023-04-13,301,Groceries,5,22.91,114.57,92
2023-04-13,302,Groceries,31,28.26,876.18,90
2023-04-13,303,Groceries,3,46.0,137.99,77
2023-04-14,101,Electronics,33,291.89,9632.41,27
2023-04-14,102,Electronics,18,321.58,5788.53,42
2023-04-14,103,Electronics,45,301.02,13545.99,34
2023-04-14,201,Clothing,31,111.59,3459.3,175
2023-04-14,202,Clothing,17,309.64,5263.85,114
2023-04-14,203,Clothing,1,15.68,15.68,132
2023-04-14,301,Groceries,19,43.71,830.53,185
2023-04-14,302,Groceries,26,24.14,627.69,177
2023-04-14,303,Groceries,36,32.24,1160.75,43
2023-04-15,101,Electronics,18,313.31,5639.64,149
2023-04-15,102,Electronics,45,123.41,5553.39,16
2023-04-15,103,Electronics,12,183.64,2203.69,160
2023-04-15,201,Clothing,16,211.17,3378.67,24
2023-04-15,202,Clothing,28,145.07,4061.93,16
2023-04-15,203,Clothing,21,341.82,7178.29,163
2023-04-15,301,Groceries,13,19.54,254.0,52
2023-04-15,302,Groceries,6,31.95,191.7,195
2023-04-15,303,Groceries,20,26.17,523.36,156
2023-04-16,101,Electronics,12,121.95,1463.36,86
2023-04-16,102,Electronics,42,429.44,18036.54,111
2023-04-16,103,Electronics,6,83.87,503.21,106
2023-04-16,201,Clothing,35,474.11,16593.81,175
2023-04-16,202,Clothing,26,386.0,10035.99,135
2023-04-16,203,Clothing,28,142.28,3983.77,18
2023-04-16,301,Groceries,33,7.6,250.75,145
2023-04-16,302,Groceries,22,20.57,452.61,72
2023-04-16,303,Groceries,44,6.6,290.43,142
2023-04-17,101,Electronics,15,52.44,786.6,24
2023-04-17,102,Electronics,2,38.28,76.56,63
2023-04-17,103,Electronics,14,66.8,935.17,180
2023-04-17,201,Clothing,34,414.3,14086.07,110
2023-04-17,202,Clothing,49,223.46,10949.77,120
2023-04-17,203,Clothing,4,334.86,1339.44,199
2023-04-17,301,Groceries,11,33.52,368.69,10
2023-04-17,302,Groceries,39,28.84,1124.79,39
2023-04-17,303,Groceries,12,40.46,485.52,167
2023-04-18,101,Electronics,47,64.64,3038.11,50
2023-04-18,102,Electronics,42,481.26,20212.73,95
2023-04-18,103,Electronics,15,406.57,6098.52,161
2023-04-18,201,Clothing,50,10.04,502.04,164
2023-04-18,202,Clothing,31,89.2,2765.22,113
2023-04-18,203,Clothing,1,461.98,461.98,164
2023-04-18,301,Groceries,11,46.3,509.29,114
2023-04-18,302,Groceries,46,11.44,526.28,125
2023-04-18,303,Groceries,1,11.82,11.82,117
2023-04-19,101,Electronics,45,180.26,8111.73,143
2023-04-19,102,Electronics,28,357.74,10016.72,160
2023-04-19,103,Electronics,20,334.51,6690.25,86
2023-04-19,201,Clothing,37,171.37,6340.73,131
2023-04-19,202,Clothing,23,186.79,4296.15,182
2023-04-19,203,Clothing,7,441.71,3091.95,110
2023-04-19,301,Groceries,45,35.12,1580.23,12
2023-04-19,302,Groceries,26,30.18,784.73,128
2023-04-19,303,Groceries,34,40.54,1378.34,4
2023-04-20,101,Electronics,1,70.66,70.66,131
2023-04-20,102,Electronics,16,226.73,3627.71,183
2023-04-20,103,Electronics,5,60.47,302.35,8
2023-04-20,201,Clothing,1,433.7,433.7,124
2023-04-20,202,Clothing,38,382.99,14553.57,195
2023-04-20,203,Clothing,42,432.92,18182.59,178
2023-04-20,301,Groceries,2,28.27,56.54,126
2023-04-20,302,Groceries,20,21.04,420.85,21
2023-04-20,303,Groceries,7,21.07,147.47,139
2023-04-21,101,Electronics,29,244.71,7096.57,177
2023-04-21,102,Electronics,22,134.41,2957.11,117
2023-04-21,103,Electronics,9,63.8,574.18,105
2023-04-21,201,Clothing,19,51.92,986.39,84
2023-04-21,202,Clothing,48,246.3,11822.63,134
2023-04-21,203,Clothing,43,432.98,18618.18,123
2023-04-21,301,Groceries,30,42.5,1275.09,137
2023-04-21,302,Groceries,7,35.59,249.15,8
2023-04-21,303,Groceries,19,14.39,273.41,145
2023-04-22,101,Electronics,42,215.95,9069.79,8
2023-04-22,102,Electronics,36,121.28,4366.09,21
2023-04-22,103,Electronics,5,138.09,690.46,200
2023-04-22,201,Clothing,23,86.46,1988.51,151
2023-04-22,202,Clothing,27,244.79,6609.26,194
2023-04-22,203,Clothing,12,459.42,5512.98,114
2023-04-22,301,Groceries,33,7.48,246.92,101
2023-04-22,302,Groceries,18,12.59,226.58,79
2023-04-22,303,Groceries,48,35.8,1718.39,61
2023-04-23,101,Electronics,4,466.62,1866.49,94
2023-04-23,102,Electronics,5,227.98,1139.91,197
2023-04-23,103,Electronics,31,293.45,9096.95,80
2023-04-23,201,Clothing,44,194.34,8550.83,133
2023-04-23,202,Clothing,31,183.05,5674.4,177
2023-04-23,203,Clothing,46,23.83,1096.18,115
2023-04-23,301,Groceries,14,28.71,401.87,0
2023-04-23,302,Groceries,38,15.91,604.68,82
2023-04-23,303,Groceries,9,23.63,212.67,47
2023-04-24,101,Electronics,9,441.36,3972.2,131
2023-04-24,102,Electronics,19,64.84,1232.04,180
2023-04-24,103,Electronics,9,490.01,4410.08,155
2023-04-24,201,Clothing,48,416.08,19971.84,137
2023-04-24,202,Clothing,3,120.68,362.04,14
2023-04-24,203,Clothing,23,430.36,9898.21,166
2023-04-24,301,Groceries,47,21.53,1011.72,200
2023-04-24,302,Groceries,2,32.44,64.88,39
2023-04-24,303,Groceries,37,47.13,1743.71,21
2023-04-25,101,Electronics,7,309.08,2163.58,200
2023-04-25,102,Electronics,43,349.61,15033.02,47
2023-04-25,103,Electronics,1,467.17,467.17,64
2023-04-25,201,Clothing,34,93.14,3166.66,70
2023-04-25,202,Clothing,41,159.11,6523.4,159
2023-04-25,203,Clothing,45,397.62,17892.76,57
2023-04-25,301,Groceries,46,30.76,1415.1,28
2023-04-25,302,Groceries,9,36.18,325.61,49
2023-04-25,303,Groceries,35,7.83,273.99,164
2023-04-26,101,Electronics,35,439.92,15397.27,6
2023-04-26,102,Electronics,3,399.96,1199.88,178
2023-04-26,103,Electronics,14,161.91,2266.77,165
2023-04-26,201,Clothing,8,317.34,2538.74,55
2023-04-26,202,Clothing,31,221.27,6859.41,69
2023-04-26,203,Clothing,37,324.71,12014.15,193
2023-04-26,301,Groceries,26,22.95,596.62,113
2023-04-26,302,Groceries,48,44.9,2155.17,143
2023-04-26,303,Groceries,39,33.48,1305.9,119
